Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Categories,Parent,Regular price,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
variation,ST-COMFORT-TEE-L-BLACK,"Comfort Tee — 100% Cotton - L, Black",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,15,Size,L,,1,,Color,Black,,1,
variation,ST-COMFORT-TEE-L-NAVY-BLUE,"Comfort Tee — 100% Cotton - L, Navy Blue",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,16,Size,L,,1,,Color,Navy Blue,,1,
variation,ST-COMFORT-TEE-L-OLIVE-GREEN,"Comfort Tee — 100% Cotton - L, Olive Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,17,Size,L,,1,,Color,Olive Green,,1,
variation,ST-COMFORT-TEE-L-KIWI-GREEN,"Comfort Tee — 100% Cotton - L, Kiwi Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,18,Size,L,,1,,Color,Kiwi Green,,1,
variation,ST-COMFORT-TEE-L-BOTTLE-GREEN,"Comfort Tee — 100% Cotton - L, Bottle Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,19,Size,L,,1,,Color,Bottle Green,,1,
variation,ST-COMFORT-TEE-L-MAROON,"Comfort Tee — 100% Cotton - L, Maroon",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,20,Size,L,,1,,Color,Maroon,,1,
variation,ST-COMFORT-TEE-L-ASPHALT,"Comfort Tee — 100% Cotton - L, Asphalt",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,21,Size,L,,1,,Color,Asphalt,,1,
variation,ST-COMFORT-TEE-XL-BLACK,"Comfort Tee — 100% Cotton - XL, Black",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,22,Size,XL,,1,,Color,Black,,1,
variation,ST-COMFORT-TEE-XL-NAVY-BLUE,"Comfort Tee — 100% Cotton - XL, Navy Blue",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,23,Size,XL,,1,,Color,Navy Blue,,1,
variation,ST-COMFORT-TEE-XL-OLIVE-GREEN,"Comfort Tee — 100% Cotton - XL, Olive Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,24,Size,XL,,1,,Color,Olive Green,,1,
variation,ST-COMFORT-TEE-XL-KIWI-GREEN,"Comfort Tee — 100% Cotton - XL, Kiwi Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,25,Size,XL,,1,,Color,Kiwi Green,,1,
variation,ST-COMFORT-TEE-XL-BOTTLE-GREEN,"Comfort Tee — 100% Cotton - XL, Bottle Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,26,Size,XL,,1,,Color,Bottle Green,,1,
variation,ST-COMFORT-TEE-XL-MAROON,"Comfort Tee — 100% Cotton - XL, Maroon",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,27,Size,XL,,1,,Color,Maroon,,1,
variation,ST-COMFORT-TEE-XL-ASPHALT,"Comfort Tee — 100% Cotton - XL, Asphalt",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,28,Size,XL,,1,,Color,Asphalt,,1,
variation,ST-COMFORT-TEE-XXL-BLACK,"Comfort Tee — 100% Cotton - XXL, Black",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,29,Size,XXL,,1,,Color,Black,,1,
variation,ST-COMFORT-TEE-XXL-NAVY-BLUE,"Comfort Tee — 100% Cotton - XXL, Navy Blue",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,30,Size,XXL,,1,,Color,Navy Blue,,1,
variation,ST-COMFORT-TEE-XXL-OLIVE-GREEN,"Comfort Tee — 100% Cotton - XXL, Olive Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,31,Size,XXL,,1,,Color,Olive Green,,1,
variation,ST-COMFORT-TEE-XXL-KIWI-GREEN,"Comfort Tee — 100% Cotton - XXL, Kiwi Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,32,Size,XXL,,1,,Color,Kiwi Green,,1,
variation,ST-COMFORT-TEE-XXL-BOTTLE-GREEN,"Comfort Tee — 100% Cotton - XXL, Bottle Green",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,33,Size,XXL,,1,,Color,Bottle Green,,1,
variation,ST-COMFORT-TEE-XXL-MAROON,"Comfort Tee — 100% Cotton - XXL, Maroon",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,34,Size,XXL,,1,,Color,Maroon,,1,
variation,ST-COMFORT-TEE-XXL-ASPHALT,"Comfort Tee — 100% Cotton - XXL, Asphalt",1,0,visible,,,taxable,1,,ST-COMFORT-TEE,999,35,Size,XXL,,1,,Color,Asphalt,,1,
variable,ST-EXECUTIVE-POLO,Executive Polo Tee — 100% Cotton,-1,0,visible,"<ul><li>Soft, Breathable, & Hypoallergenic 100% Cotton for All Day Comfort</li><li>Strong & Durable – Long-staple fibre with piqué knit for structure</li></ul>","<h3>Description</h3><ul><li>Soft, Breathable, & Hypoallergenic 100% Cotton for All Day Comfort</li><li>Strong & Durable – Long-staple fibre with piqué knit for structure</li><li>Comfort & Mobility – Enhanced flexibility with ribbed collar and cuff</li><li>Fade Resistant – Maintains colour vibrancy even after multiple washes</li><li>Versatile Styling – Smart casual look yet fits in a formal setup</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed Cotton</li><li>240 GSM</li><li>Single Pique Knit</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Iron Medium</li><li>Dry Flat</li></ul>",taxable,1,Polos,,,0,Size,"S, M, L, XL, XXL",1,1,S,Color,"Black, White, Grey, Petrol Blue, Old Navy, Maroon, Moss Green",1,1,Black
variation,ST-EXECUTIVE-POLO-S-BLACK,"Executive Polo Tee — 100% Cotton - S, Black",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,1,Size,S,,1,,Color,Black,,1,
variation,ST-EXECUTIVE-POLO-S-WHITE,"Executive Polo Tee — 100% Cotton - S, White",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,2,Size,S,,1,,Color,White,,1,
variation,ST-EXECUTIVE-POLO-S-GREY,"Executive Polo Tee — 100% Cotton - S, Grey",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,3,Size,S,,1,,Color,Grey,,1,
variation,ST-EXECUTIVE-POLO-S-PETROL-BLUE,"Executive Polo Tee — 100% Cotton - S, Petrol Blue",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,4,Size,S,,1,,Color,Petrol Blue,,1,
variation,ST-EXECUTIVE-POLO-S-OLD-NAVY,"Executive Polo Tee — 100% Cotton - S, Old Navy",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,5,Size,S,,1,,Color,Old Navy,,1,
variation,ST-EXECUTIVE-POLO-S-MAROON,"Executive Polo Tee — 100% Cotton - S, Maroon",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,6,Size,S,,1,,Color,Maroon,,1,
variation,ST-EXECUTIVE-POLO-S-MOSS-GREEN,"Executive Polo Tee — 100% Cotton - S, Moss Green",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,7,Size,S,,1,,Color,Moss Green,,1,
variation,ST-EXECUTIVE-POLO-M-BLACK,"Executive Polo Tee — 100% Cotton - M, Black",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,8,Size,M,,1,,Color,Black,,1,
variation,ST-EXECUTIVE-POLO-M-WHITE,"Executive Polo Tee — 100% Cotton - M, White",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,9,Size,M,,1,,Color,White,,1,
variation,ST-EXECUTIVE-POLO-M-GREY,"Executive Polo Tee — 100% Cotton - M, Grey",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,10,Size,M,,1,,Color,Grey,,1,
variation,ST-EXECUTIVE-POLO-M-PETROL-BLUE,"Executive Polo Tee — 100% Cotton - M, Petrol Blue",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,11,Size,M,,1,,Color,Petrol Blue,,1,
variation,ST-EXECUTIVE-POLO-M-OLD-NAVY,"Executive Polo Tee — 100% Cotton - M, Old Navy",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,12,Size,M,,1,,Color,Old Navy,,1,
variation,ST-EXECUTIVE-POLO-M-MAROON,"Executive Polo Tee — 100% Cotton - M, Maroon",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,13,Size,M,,1,,Color,Maroon,,1,
variation,ST-EXECUTIVE-POLO-M-MOSS-GREEN,"Executive Polo Tee — 100% Cotton - M, Moss Green",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,14,Size,M,,1,,Color,Moss Green,,1,
variation,ST-EXECUTIVE-POLO-L-BLACK,"Executive Polo Tee — 100% Cotton - L, Black",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,15,Size,L,,1,,Color,Black,,1,
variation,ST-EXECUTIVE-POLO-L-WHITE,"Executive Polo Tee — 100% Cotton - L, White",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,16,Size,L,,1,,Color,White,,1,
variation,ST-EXECUTIVE-POLO-L-GREY,"Executive Polo Tee — 100% Cotton - L, Grey",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,17,Size,L,,1,,Color,Grey,,1,
variation,ST-EXECUTIVE-POLO-L-PETROL-BLUE,"Executive Polo Tee — 100% Cotton - L, Petrol Blue",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,18,Size,L,,1,,Color,Petrol Blue,,1,
variation,ST-EXECUTIVE-POLO-L-OLD-NAVY,"Executive Polo Tee — 100% Cotton - L, Old Navy",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,19,Size,L,,1,,Color,Old Navy,,1,
variation,ST-EXECUTIVE-POLO-L-MAROON,"Executive Polo Tee — 100% Cotton - L, Maroon",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,20,Size,L,,1,,Color,Maroon,,1,
variation,ST-EXECUTIVE-POLO-L-MOSS-GREEN,"Executive Polo Tee — 100% Cotton - L, Moss Green",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,21,Size,L,,1,,Color,Moss Green,,1,
variation,ST-EXECUTIVE-POLO-XL-BLACK,"Executive Polo Tee — 100% Cotton - XL, Black",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,22,Size,XL,,1,,Color,Black,,1,
variation,ST-EXECUTIVE-POLO-XL-WHITE,"Executive Polo Tee — 100% Cotton - XL, White",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,23,Size,XL,,1,,Color,White,,1,
variation,ST-EXECUTIVE-POLO-XL-GREY,"Executive Polo Tee — 100% Cotton - XL, Grey",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,24,Size,XL,,1,,Color,Grey,,1,
variation,ST-EXECUTIVE-POLO-XL-PETROL-BLUE,"Executive Polo Tee — 100% Cotton - XL, Petrol Blue",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,25,Size,XL,,1,,Color,Petrol Blue,,1,
variation,ST-EXECUTIVE-POLO-XL-OLD-NAVY,"Executive Polo Tee — 100% Cotton - XL, Old Navy",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,26,Size,XL,,1,,Color,Old Navy,,1,
variation,ST-EXECUTIVE-POLO-XL-MAROON,"Executive Polo Tee — 100% Cotton - XL, Maroon",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,27,Size,XL,,1,,Color,Maroon,,1,
variation,ST-EXECUTIVE-POLO-XL-MOSS-GREEN,"Executive Polo Tee — 100% Cotton - XL, Moss Green",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,28,Size,XL,,1,,Color,Moss Green,,1,
variation,ST-EXECUTIVE-POLO-XXL-BLACK,"Executive Polo Tee — 100% Cotton - XXL, Black",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,29,Size,XXL,,1,,Color,Black,,1,
variation,ST-EXECUTIVE-POLO-XXL-WHITE,"Executive Polo Tee — 100% Cotton - XXL, White",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,30,Size,XXL,,1,,Color,White,,1,
variation,ST-EXECUTIVE-POLO-XXL-GREY,"Executive Polo Tee — 100% Cotton - XXL, Grey",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,31,Size,XXL,,1,,Color,Grey,,1,
variation,ST-EXECUTIVE-POLO-XXL-PETROL-BLUE,"Executive Polo Tee — 100% Cotton - XXL, Petrol Blue",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,32,Size,XXL,,1,,Color,Petrol Blue,,1,
variation,ST-EXECUTIVE-POLO-XXL-OLD-NAVY,"Executive Polo Tee — 100% Cotton - XXL, Old Navy",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,33,Size,XXL,,1,,Color,Old Navy,,1,
variation,ST-EXECUTIVE-POLO-XXL-MAROON,"Executive Polo Tee — 100% Cotton - XXL, Maroon",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,34,Size,XXL,,1,,Color,Maroon,,1,
variation,ST-EXECUTIVE-POLO-XXL-MOSS-GREEN,"Executive Polo Tee — 100% Cotton - XXL, Moss Green",1,0,visible,,,taxable,1,,ST-EXECUTIVE-POLO,999,35,Size,XXL,,1,,Color,Moss Green,,1,
variable,ST-SWEATSHIRT,Sweatshirt,-1,0,visible,"<ul><li>100% Ring-Spun Super Combed Cotton for extra softness, All Day Comfort</li><li>Fleece inner lining for superior warmth and comfort.</li></ul>","<h3>Description</h3><ul><li>100% Ring-Spun Super Combed Cotton for extra softness, All Day Comfort</li><li>Fleece inner lining for superior warmth and comfort.</li><li>Long-lasting wear with reinforced seams.</li><li>Anti-Pilling Fabric – Maintains a fresh look even after multiple washes</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed Cotton</li><li>280-300 GSM</li><li>Loop Knit Fleece</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>",taxable,1,Hoodies & Sweatshirts,,,0,Size,"S, M, L, XL, XXL",1,1,S,Color,"Black, Blue, Olive Green, Maroon",1,1,Black
variation,ST-SWEATSHIRT-S-BLACK,"Sweatshirt - S, Black",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,1,Size,S,,1,,Color,Black,,1,
variation,ST-SWEATSHIRT-S-BLUE,"Sweatshirt - S, Blue",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,2,Size,S,,1,,Color,Blue,,1,
variation,ST-SWEATSHIRT-S-OLIVE-GREEN,"Sweatshirt - S, Olive Green",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,3,Size,S,,1,,Color,Olive Green,,1,
variation,ST-SWEATSHIRT-S-MAROON,"Sweatshirt - S, Maroon",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,4,Size,S,,1,,Color,Maroon,,1,
variation,ST-SWEATSHIRT-M-BLACK,"Sweatshirt - M, Black",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,5,Size,M,,1,,Color,Black,,1,
variation,ST-SWEATSHIRT-M-BLUE,"Sweatshirt - M, Blue",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,6,Size,M,,1,,Color,Blue,,1,
